age_group,rho_observed,rho_ci_lower,rho_ci_upper,z_observed,z_ci_lower,z_ci_upper
older,0.23978695358333812,-0.03726825788808964,0.37182039291955593,4.55111497362683,-0.7093792960580408,7.233356380387343
younger,0.015443716453205926,-0.1549780738971562,0.14878471995469236,0.31668514360956174,-3.00804215792832,2.952739911516487
