subject_id,rho,pval,zscore,age_months,dataset,age,age_group
rest_movie_01,0.0640580444469975,0.2087912087912088,1.321248575770357,228.0,AdultRestMovie,19.0,O17
rest_movie_02,-0.18024782344915793,0.000999000999000999,-3.7121784335559034,276.0,AdultRestMovie,23.0,O17
rest_movie_03,0.2560887299512231,0.000999000999000999,5.125003783793719,228.0,AdultRestMovie,19.0,O17
rest_movie_04,0.07516379085596299,0.14685314685314685,1.5139992390269978,336.0,AdultRestMovie,28.0,O17
rest_movie_05,-0.20736737095308716,0.000999000999000999,-4.119265559108357,348.0,AdultRestMovie,29.0,O17
rest_movie_07,0.21813181213603375,0.000999000999000999,4.501804547111528,228.0,AdultRestMovie,19.0,O17
rest_movie_08,0.019565215760450227,0.6943056943056943,0.3982881730517294,228.0,AdultRestMovie,19.0,O17
rest_movie_09,-0.3741410571477497,0.000999000999000999,-7.610739499066393,228.0,AdultRestMovie,19.0,O17
rest_movie_10,0.1755742988277194,0.000999000999000999,3.385941212851542,240.0,AdultRestMovie,20.0,O17
rest_movie_11,0.03236113709848505,0.5174825174825175,0.6374426725478978,264.0,AdultRestMovie,22.0,O17
rest_movie_12,0.26956101993926296,0.000999000999000999,5.377161311163575,240.0,AdultRestMovie,20.0,O17
sub-NDARAA948VFH,-0.07527495338769175,0.12787212787212787,-1.5098773027432484,95.79192,HBN,7.98266,U08
sub-NDARAB458VK9,-0.03376363961835485,0.5244755244755245,-0.6625582779825325,154.03422,HBN,12.836185,12-15
sub-NDARAB977GFB,0.2107923167096183,0.000999000999000999,4.189555884030204,101.467488,HBN,8.455624,8-10
sub-NDARAC331VEH,-0.15967545585322915,0.003996003996003996,-3.1467286399549264,170.008212,HBN,14.167350999999998,15-17
sub-NDARAC350BZ0,0.10003720887192662,0.04395604395604396,2.0408668638655105,155.052696,HBN,12.921058,12-15
sub-NDARAC495TJ2,0.15974300143886558,0.000999000999000999,3.197216590509155,193.886376,HBN,16.157198,15-17
sub-NDARAC853CR6,0.08253153650286987,0.11388611388611389,1.5712992184075505,110.279256,HBN,9.189938,8-10
sub-NDARAE877NER,-0.0721375902631567,0.13886113886113885,-1.4749861280868266,136.095816,HBN,11.341318000000001,10-12
sub-NDARAF535XK6,-0.03308768112858285,0.5074925074925075,-0.6163823477467797,157.45790399999998,HBN,13.121491999999998,12-15
sub-NDARAG115LZP,0.0004359644000733395,0.989010989010989,-0.012814522609709418,170.008212,HBN,14.167350999999998,15-17
sub-NDARAG340ERT,-0.30753011924835155,0.000999000999000999,-6.092278402016243,128.710464,HBN,10.725872,10-12
sub-NDARAH503YG1,-0.062288893289137205,0.22777222777222778,-1.2183354609313006,84.16016400000001,HBN,7.013347,U08
sub-NDARAH948UF0,0.034178424064305477,0.4825174825174825,0.6719172729578551,138.986988,HBN,11.582249,10-12
sub-NDARAK738BGC,0.27453058935636426,0.000999000999000999,5.451854183001921,211.23886799999997,HBN,17.603239,15-17
sub-NDARAL828WXM,-0.11736723459258198,0.01098901098901099,-2.38164784448924,182.262828,HBN,15.188569000000001,15-17
sub-NDARAL897CYV,-0.07726260749210188,0.12687312687312688,-1.5966834222359627,155.87404800000002,HBN,12.989504000000002,12-15
sub-NDARAM357BUA,0.19146056218448612,0.000999000999000999,3.8825695450813,98.581788,HBN,8.215149,8-10
sub-NDARAP049KXJ,-0.04641240506495169,0.34765234765234765,-0.9718159783118325,110.106768,HBN,9.175564,8-10
sub-NDARAP176AD1,0.08433967278672033,0.08591408591408592,1.7167162148615334,110.377812,HBN,9.198151000000001,8-10
sub-NDARAP457WB5,0.0013165059845477002,0.985014985014985,0.051347160403882285,219.94660799999997,HBN,18.328884,O17
sub-NDARAT358XM9,0.08937458367431567,0.06493506493506493,1.8382404171337476,109.71251999999998,HBN,9.14271,8-10
sub-NDARAT581NDH,0.12776282089669314,0.008991008991008992,2.586559191309677,230.49280799999997,HBN,19.207734,O17
sub-NDARAT680GJA,-0.050589274221599284,0.2977022977022977,-1.0451401484001175,118.361388,HBN,9.863449000000001,8-10
sub-NDARAT709MMX,0.033652809807822794,0.5064935064935064,0.6686454759940392,162.083496,HBN,13.506958,12-15
sub-NDARAT982JTU,0.02959925804619656,0.5374625374625375,0.590841661312008,98.09034,HBN,8.174195,8-10
sub-NDARAU530GLJ,-0.12996764532889094,0.005994005994005994,-2.5240032582852274,117.007524,HBN,9.750627,8-10
sub-NDARAV554TP2,-0.20645194704129116,0.000999000999000999,-4.240356331467719,203.54551200000003,HBN,16.962126,15-17
sub-NDARAW179AYF,0.13958482494893226,0.007992007992007992,2.747857919801754,141.26214000000002,HBN,11.771845,10-12
sub-NDARAW216PM7,-0.22338343868969013,0.000999000999000999,-4.4851884517130385,118.845984,HBN,9.903832,8-10
sub-NDARAX272ZJL,0.1629020124320827,0.000999000999000999,3.4240799527515735,151.04448,HBN,12.58704,12-15
sub-NDARAX277ATU,0.05002610831441213,0.3336663336663337,0.9777868973812055,198.558516,HBN,16.546543,15-17
sub-NDARAY665GWN,-0.31094273259529587,0.000999000999000999,-6.204851805594787,127.453788,HBN,10.621149,10-12
sub-NDARBF042LDM,-0.13155558484503213,0.00999000999000999,-2.566667357536653,121.310052,HBN,10.109171,10-12
sub-NDARBF176LPM,-0.15928484513694885,0.000999000999000999,-3.1505136895559556,130.780284,HBN,10.898356999999999,10-12
sub-NDARBF183RFB,0.05499278566170308,0.2907092907092907,1.0790606734352626,87.340176,HBN,7.278348,U08
sub-NDARBF851NH6,0.026498477862888708,0.5994005994005994,0.5474187837336014,226.744692,HBN,18.895391,O17
sub-NDARBH019KPD,0.04599063244779451,0.34965034965034963,0.9330321405378454,102.261456,HBN,8.521787999999999,8-10
sub-NDARBH512BHA,0.039338767622187076,0.45354645354645357,0.7939287728594111,116.81724,HBN,9.73477,8-10
sub-NDARBK106KRH,0.17532912986896448,0.001998001998001998,3.459255399841978,116.29158,HBN,9.690965,8-10
sub-NDARBN365EV3,-0.17624446844518057,0.000999000999000999,-3.5902934454606883,159.749484,HBN,13.312457,12-15
sub-NDARBN620TT7,0.04417982919038445,0.3806193806193806,0.8895529241050948,182.781648,HBN,15.231803999999999,15-17
sub-NDARBP527JWC,-0.026329803837975257,0.6073926073926074,-0.5291789270459678,170.559888,HBN,14.213324,15-17
sub-NDARBP770MUM,0.11850450316134555,0.02097902097902098,2.388783672719928,75.22381200000001,HBN,6.268651000000001,U08
sub-NDARBR740NKV,-0.14006746058342326,0.008991008991008992,-2.8422583682448814,195.10746,HBN,16.258955,15-17
sub-NDARBT607PZL,0.06913690177245657,0.14585414585414586,1.4632579373662316,207.724836,HBN,17.310403,15-17
sub-NDARBU730PN8,0.08061524086150071,0.11288711288711288,1.6590631404879401,165.007524,HBN,13.750627,12-15
sub-NDARBV167RMU,-0.09308325660842837,0.056943056943056944,-1.802609072269976,179.041752,HBN,14.920146,15-17
sub-NDARBX974XDR,-0.052307515367919784,0.2967032967032967,-1.0776507939571536,153.182748,HBN,12.765229,12-15
sub-NDARBZ925PRF,0.05162351395004764,0.2777222777222777,1.0258219339592984,208.1451,HBN,17.345425000000002,15-17
sub-NDARCA618DGA,0.10720932197924149,0.03496503496503497,2.159223594809173,84.71868,HBN,7.05989,U08
sub-NDARCB305AFY,-0.10703136687973944,0.03196803196803197,-2.05320684841818,113.166324,HBN,9.430527,8-10
sub-NDARCC059WTH,0.02704874174065309,0.6043956043956044,0.5584230102664399,131.10198,HBN,10.925165,10-12
sub-NDARCC340ER5,0.10877018571152589,0.030969030969030968,2.2217082335854204,149.340168,HBN,12.445014,12-15
sub-NDARCD296XU9,0.10681161241443736,0.03996003996003996,2.0354579147183176,141.089664,HBN,11.757472,10-12
sub-NDARCD687JUZ,-0.015137840312012325,0.7742257742257742,-0.354640900956308,125.556468,HBN,10.463039,10-12
